STATISTIC Label,year,month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,1974,April,Base December 2001=100,Base = 100,
Consumer Price Index,1974,April,Base December 2006=100,Base = 100,
Consumer Price Index,1974,April,Base December 2011=100,Base = 100,
Consumer Price Index,1974,April,Base December 2016=100,Base = 100,
Consumer Price Index,1974,April,Base December 2023=100,Base = 100,
Consumer Price Index,1974,May,Base July 1914=100,Base = 100,1124.3
Consumer Price Index,1974,May,Base August 1947=100,Base = 100,352.4
Consumer Price Index,1974,May,Base August 1953=100,Base = 100,282
Consumer Price Index,1974,May,Base November 1968=100,Base = 100,173.3
Consumer Price Index,1974,May,Base November 1975=100,Base = 100,
Consumer Price Index,1974,May,Base November 1982=100,Base = 100,
Consumer Price Index,1974,May,Base November 1989=100,Base = 100,
Consumer Price Index,1974,May,Base November 1996=100,Base = 100,
Consumer Price Index,1974,May,Base December 2001=100,Base = 100,
Consumer Price Index,1974,May,Base December 2006=100,Base = 100,
Consumer Price Index,1974,May,Base December 2011=100,Base = 100,
Consumer Price Index,1974,May,Base December 2016=100,Base = 100,
Consumer Price Index,1974,May,Base December 2023=100,Base = 100,
Consumer Price Index,1974,June,Base July 1914=100,Base = 100,1124.3
Consumer Price Index,1974,June,Base August 1947=100,Base = 100,352.4
Consumer Price Index,1974,June,Base August 1953=100,Base = 100,282
Consumer Price Index,1974,June,Base November 1968=100,Base = 100,173.3
Consumer Price Index,1974,June,Base November 1975=100,Base = 100,
Consumer Price Index,1974,June,Base November 1982=100,Base = 100,
Consumer Price Index,1974,June,Base November 1989=100,Base = 100,
Consumer Price Index,1974,June,Base November 1996=100,Base = 100,
Consumer Price Index,1974,June,Base December 2001=100,Base = 100,
Consumer Price Index,1974,June,Base December 2006=100,Base = 100,
Consumer Price Index,1974,June,Base December 2011=100,Base = 100,
Consumer Price Index,1974,June,Base December 2016=100,Base = 100,
Consumer Price Index,1974,June,Base December 2023=100,Base = 100,
Consumer Price Index,1974,July,Base July 1914=100,Base = 100,1167.1
Consumer Price Index,1974,July,Base August 1947=100,Base = 100,365.9
Consumer Price Index,1974,July,Base August 1953=100,Base = 100,292.7
Consumer Price Index,1974,July,Base November 1968=100,Base = 100,179.9
Consumer Price Index,1974,July,Base November 1975=100,Base = 100,
Consumer Price Index,1974,July,Base November 1982=100,Base = 100,
Consumer Price Index,1974,July,Base November 1989=100,Base = 100,
Consumer Price Index,1974,July,Base November 1996=100,Base = 100,
Consumer Price Index,1974,July,Base December 2001=100,Base = 100,
Consumer Price Index,1974,July,Base December 2006=100,Base = 100,
Consumer Price Index,1974,July,Base December 2011=100,Base = 100,
Consumer Price Index,1974,July,Base December 2016=100,Base = 100,
Consumer Price Index,1974,July,Base December 2023=100,Base = 100,
Consumer Price Index,1974,August,Base July 1914=100,Base = 100,1167.1
Consumer Price Index,1974,August,Base August 1947=100,Base = 100,365.9
Consumer Price Index,1974,August,Base August 1953=100,Base = 100,292.7
Consumer Price Index,1974,August,Base November 1968=100,Base = 100,179.9
Consumer Price Index,1974,August,Base November 1975=100,Base = 100,
Consumer Price Index,1974,August,Base November 1982=100,Base = 100,
Consumer Price Index,1974,August,Base November 1989=100,Base = 100,
Consumer Price Index,1974,August,Base November 1996=100,Base = 100,
Consumer Price Index,1974,August,Base December 2001=100,Base = 100,
Consumer Price Index,1974,August,Base December 2006=100,Base = 100,
Consumer Price Index,1974,August,Base December 2011=100,Base = 100,
Consumer Price Index,1974,August,Base December 2016=100,Base = 100,
Consumer Price Index,1974,August,Base December 2023=100,Base = 100,
Consumer Price Index,1974,September,Base July 1914=100,Base = 100,1167.1
Consumer Price Index,1974,September,Base August 1947=100,Base = 100,365.9
Consumer Price Index,1974,September,Base August 1953=100,Base = 100,292.7
Consumer Price Index,1974,September,Base November 1968=100,Base = 100,179.9
Consumer Price Index,1974,September,Base November 1975=100,Base = 100,
Consumer Price Index,1974,September,Base November 1982=100,Base = 100,
Consumer Price Index,1974,September,Base November 1989=100,Base = 100,
Consumer Price Index,1974,September,Base November 1996=100,Base = 100,
Consumer Price Index,1974,September,Base December 2001=100,Base = 100,
Consumer Price Index,1974,September,Base December 2006=100,Base = 100,
Consumer Price Index,1974,September,Base December 2011=100,Base = 100,
Consumer Price Index,1974,September,Base December 2016=100,Base = 100,
Consumer Price Index,1974,September,Base December 2023=100,Base = 100,
Consumer Price Index,1974,October,Base July 1914=100,Base = 100,1221
Consumer Price Index,1974,October,Base August 1947=100,Base = 100,382.8
Consumer Price Index,1974,October,Base August 1953=100,Base = 100,306.2
Consumer Price Index,1974,October,Base November 1968=100,Base = 100,188.2
Consumer Price Index,1974,October,Base November 1975=100,Base = 100,
Consumer Price Index,1974,October,Base November 1982=100,Base = 100,
Consumer Price Index,1974,October,Base November 1989=100,Base = 100,
Consumer Price Index,1974,October,Base November 1996=100,Base = 100,
Consumer Price Index,1974,October,Base December 2001=100,Base = 100,
Consumer Price Index,1974,October,Base December 2006=100,Base = 100,
Consumer Price Index,1974,October,Base December 2011=100,Base = 100,
Consumer Price Index,1974,October,Base December 2016=100,Base = 100,
Consumer Price Index,1974,October,Base December 2023=100,Base = 100,
Consumer Price Index,1974,November,Base July 1914=100,Base = 100,1221
Consumer Price Index,1974,November,Base August 1947=100,Base = 100,382.8
Consumer Price Index,1974,November,Base August 1953=100,Base = 100,306.2
Consumer Price Index,1974,November,Base November 1968=100,Base = 100,188.2
Consumer Price Index,1974,November,Base November 1975=100,Base = 100,
Consumer Price Index,1974,November,Base November 1982=100,Base = 100,
Consumer Price Index,1974,November,Base November 1989=100,Base = 100,
Consumer Price Index,1974,November,Base November 1996=100,Base = 100,
Consumer Price Index,1974,November,Base December 2001=100,Base = 100,
Consumer Price Index,1974,November,Base December 2006=100,Base = 100,
Consumer Price Index,1974,November,Base December 2011=100,Base = 100,
Consumer Price Index,1974,November,Base December 2016=100,Base = 100,
Consumer Price Index,1974,November,Base December 2023=100,Base = 100,
Consumer Price Index,1974,December,Base July 1914=100,Base = 100,1221
Consumer Price Index,1974,December,Base August 1947=100,Base = 100,382.8
Consumer Price Index,1974,December,Base August 1953=100,Base = 100,306.2
Consumer Price Index,1974,December,Base November 1968=100,Base = 100,188.2
Consumer Price Index,1974,December,Base November 1975=100,Base = 100,
Consumer Price Index,1974,December,Base November 1982=100,Base = 100,
Consumer Price Index,1974,December,Base November 1989=100,Base = 100,
Consumer Price Index,1974,December,Base November 1996=100,Base = 100,
Consumer Price Index,1974,December,Base December 2001=100,Base = 100,
Consumer Price Index,1974,December,Base December 2006=100,Base = 100,
Consumer Price Index,1974,December,Base December 2011=100,Base = 100,
Consumer Price Index,1974,December,Base December 2016=100,Base = 100,
Consumer Price Index,1974,December,Base December 2023=100,Base = 100,
Consumer Price Index,1975,January,Base July 1914=100,Base = 100,1318.9
Consumer Price Index,1975,January,Base August 1947=100,Base = 100,413.5
Consumer Price Index,1975,January,Base August 1953=100,Base = 100,330.8
Consumer Price Index,1975,January,Base November 1968=100,Base = 100,203.3
Consumer Price Index,1975,January,Base November 1975=100,Base = 100,
Consumer Price Index,1975,January,Base November 1982=100,Base = 100,
Consumer Price Index,1975,January,Base November 1989=100,Base = 100,
Consumer Price Index,1975,January,Base November 1996=100,Base = 100,
Consumer Price Index,1975,January,Base December 2001=100,Base = 100,
Consumer Price Index,1975,January,Base December 2006=100,Base = 100,
Consumer Price Index,1975,January,Base December 2011=100,Base = 100,
Consumer Price Index,1975,January,Base December 2016=100,Base = 100,
Consumer Price Index,1975,January,Base December 2023=100,Base = 100,
Consumer Price Index,1975,February,Base July 1914=100,Base = 100,1318.9
Consumer Price Index,1975,February,Base August 1947=100,Base = 100,413.5
Consumer Price Index,1975,February,Base August 1953=100,Base = 100,330.8
Consumer Price Index,1975,February,Base November 1968=100,Base = 100,203.3
Consumer Price Index,1975,February,Base November 1975=100,Base = 100,
Consumer Price Index,1975,February,Base November 1982=100,Base = 100,
Consumer Price Index,1975,February,Base November 1989=100,Base = 100,
Consumer Price Index,1975,February,Base November 1996=100,Base = 100,
Consumer Price Index,1975,February,Base December 2001=100,Base = 100,
Consumer Price Index,1975,February,Base December 2006=100,Base = 100,
Consumer Price Index,1975,February,Base December 2011=100,Base = 100,
Consumer Price Index,1975,February,Base December 2016=100,Base = 100,
Consumer Price Index,1975,February,Base December 2023=100,Base = 100,
Consumer Price Index,1975,March,Base July 1914=100,Base = 100,1318.9
Consumer Price Index,1975,March,Base August 1947=100,Base = 100,413.5
Consumer Price Index,1975,March,Base August 1953=100,Base = 100,330.8
Consumer Price Index,1975,March,Base November 1968=100,Base = 100,203.3
Consumer Price Index,1975,March,Base November 1975=100,Base = 100,
Consumer Price Index,1975,March,Base November 1982=100,Base = 100,
Consumer Price Index,1975,March,Base November 1989=100,Base = 100,
Consumer Price Index,1975,March,Base November 1996=100,Base = 100,
Consumer Price Index,1975,March,Base December 2001=100,Base = 100,
Consumer Price Index,1975,March,Base December 2006=100,Base = 100,
Consumer Price Index,1975,March,Base December 2011=100,Base = 100,
Consumer Price Index,1975,March,Base December 2016=100,Base = 100,
Consumer Price Index,1975,March,Base December 2023=100,Base = 100,
Consumer Price Index,1975,April,Base July 1914=100,Base = 100,1399.4
Consumer Price Index,1975,April,Base August 1947=100,Base = 100,438.7
Consumer Price Index,1975,April,Base August 1953=100,Base = 100,350.9
Consumer Price Index,1975,April,Base November 1968=100,Base = 100,215.7
Consumer Price Index,1975,April,Base November 1975=100,Base = 100,
Consumer Price Index,1975,April,Base November 1982=100,Base = 100,
Consumer Price Index,1975,April,Base November 1989=100,Base = 100,
Consumer Price Index,1975,April,Base November 1996=100,Base = 100,
Consumer Price Index,1975,April,Base December 2001=100,Base = 100,
Consumer Price Index,1975,April,Base December 2006=100,Base = 100,
Consumer Price Index,1975,April,Base December 2011=100,Base = 100,
Consumer Price Index,1975,April,Base December 2016=100,Base = 100,
Consumer Price Index,1975,April,Base December 2023=100,Base = 100,
Consumer Price Index,1975,May,Base July 1914=100,Base = 100,1399.4
Consumer Price Index,1975,May,Base August 1947=100,Base = 100,438.7
Consumer Price Index,1975,May,Base August 1953=100,Base = 100,350.9
Consumer Price Index,1975,May,Base November 1968=100,Base = 100,215.7
Consumer Price Index,1975,May,Base November 1975=100,Base = 100,
Consumer Price Index,1975,May,Base November 1982=100,Base = 100,
Consumer Price Index,1975,May,Base November 1989=100,Base = 100,
Consumer Price Index,1975,May,Base November 1996=100,Base = 100,
Consumer Price Index,1975,May,Base December 2001=100,Base = 100,
Consumer Price Index,1975,May,Base December 2006=100,Base = 100,
Consumer Price Index,1975,May,Base December 2011=100,Base = 100,
Consumer Price Index,1975,May,Base December 2016=100,Base = 100,
Consumer Price Index,1975,May,Base December 2023=100,Base = 100,
Consumer Price Index,1975,June,Base July 1914=100,Base = 100,1399.4
Consumer Price Index,1975,June,Base August 1947=100,Base = 100,438.7
Consumer Price Index,1975,June,Base August 1953=100,Base = 100,350.9
Consumer Price Index,1975,June,Base November 1968=100,Base = 100,215.7
Consumer Price Index,1975,June,Base November 1975=100,Base = 100,
Consumer Price Index,1975,June,Base November 1982=100,Base = 100,
Consumer Price Index,1975,June,Base November 1989=100,Base = 100,
Consumer Price Index,1975,June,Base November 1996=100,Base = 100,
Consumer Price Index,1975,June,Base December 2001=100,Base = 100,
Consumer Price Index,1975,June,Base December 2006=100,Base = 100,
Consumer Price Index,1975,June,Base December 2011=100,Base = 100,
Consumer Price Index,1975,June,Base December 2016=100,Base = 100,
Consumer Price Index,1975,June,Base December 2023=100,Base = 100,
Consumer Price Index,1975,July,Base July 1914=100,Base = 100,1388.4
Consumer Price Index,1975,July,Base August 1947=100,Base = 100,435.2
Consumer Price Index,1975,July,Base August 1953=100,Base = 100,348.2
Consumer Price Index,1975,July,Base November 1968=100,Base = 100,214
Consumer Price Index,1975,July,Base November 1975=100,Base = 100,
Consumer Price Index,1975,July,Base November 1982=100,Base = 100,
Consumer Price Index,1975,July,Base November 1989=100,Base = 100,
Consumer Price Index,1975,July,Base November 1996=100,Base = 100,
Consumer Price Index,1975,July,Base December 2001=100,Base = 100,
Consumer Price Index,1975,July,Base December 2006=100,Base = 100,
Consumer Price Index,1975,July,Base December 2011=100,Base = 100,
Consumer Price Index,1975,July,Base December 2016=100,Base = 100,
Consumer Price Index,1975,July,Base December 2023=100,Base = 100,
Consumer Price Index,1975,August,Base July 1914=100,Base = 100,1388.4
